eco_region,island,island_lng,island_lat,site_name,site_type,lng,lat,date,depth,HC,SC,RKC,NIA,SP,RC,RB,SD,SI,OT,BF,SL,SN,BC,HW,BP,PF,ME,GR,BCS,DU,PU,CU,SCU,COT,TR,LO,GC,CDBA,CDD,CDO,TFN,TG,BNP,BNC,BB,WB,SH,TU,SR,Other
Straits of Malacca,Sembilan,100.543264,4.015531,P. Buluh,,100.5357,3.9945,2020/2/4,5.9,0.225,0,0,0.0313,0.0625,0.3063,0.05,0.2813,0,0.0438,2.75,0,0.25,0,0,0,0.25,0,5.75,0,100.25,0,0,0,0,0,0,0,0,0,1,1.75,1.75,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Pasir Tengkorak, P. Lalang",,100.5467,4.0027,2020/2/4,5.2,0.2625,0.0063,0,0.0063,0.05,0.1125,0.1875,0.375,0,0,1.5,0,0.75,0,0,0,10.25,0,4.25,0,52.75,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Site 2, P. Lalang",,100.549083,4.00165,2020/2/4,4.8,0.3313,0,0,0.0063,0.0688,0.3563,0.1375,0.1,0,0,5,1.5,0.5,0,0,0,1,0.25,11,0,241.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Anemone Garden, P. Saji",,100.5348,4.006497,2020/2/4,4.3,0.1375,0,0,0,0.0625,0.35,0.0375,0.2188,0,0.1938,4,0,0,0,0,0,0,0,5,0,202.5,0,0,0,0,0,0,0,0,0,0,1.25,0.5,0,0,0,0,0,0,0,1
Straits of Malacca,Sembilan,100.543264,4.015531,"Rock Garden, P. Saji North",,100.5351,4.0114,2020/2/4,5,0.525,0.0063,0,0,0.075,0.3188,0.0125,0.0563,0,0.0063,4,0,0,0,0,0,0,0,7.5,0,322.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Frogfish, P. Nipis",,100.5397,4.057497,2020/2/5,5.2,0.375,0.0125,0,0,0.0563,0.4875,0.025,0.0375,0,0.0063,11.5,0,0,0,0,0,1.5,0,5.25,0,244.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Pangkor,100.5483,4.1899,Pangkor Laut,,100.5483,4.1899,2020/2/5,3.4,0.6063,0,0,0,0.025,0.1063,0.2313,0.0063,0.0188,0.0063,8.25,0,0,0,0,0,0,0,3.75,0,21.75,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Site 2, P. Rumbia",,100.5479,4.0224,2020/2/5,4.4,0.2438,0,0,0.0375,0.0813,0.35,0.2438,0.0438,0,0,9.5,0,3.25,0,0,0,0.5,0,7.75,0,178,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,1
Straits of Malacca,Sembilan,100.543264,4.015531,"Zoanthid Garden, P. Rumbia",,100.55,4.0321,2020/2/5,4.8,0.1,0.2375,0,0,0,0.1063,0.2313,0.325,0,0,1.75,0,0,0,0,0,0,0,1.5,0,34,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Site 1, P. Saga",,100.5449,4.0122,2020/2/5,5,0.0813,0.0063,0,0.05,0.0625,0.1813,0.1625,0.45,0,0.0063,2.25,0,2,0,0,0,1.75,0,3.25,0,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
North Borneo,Mabul,118.630975,4.246038,Ribbon Valley,,118.639251,4.234103,2020/2/12,8,0.1063,0.0188,0.0063,0.0063,0.0125,0.3938,0.325,0.1063,0,0.025,6.5,0,0.25,0,0,0,1.75,1.75,0.25,0,129.5,0,0,0,0,0,0,1,0,0,2,0,0.5,0,0,0,0,0,1,0,0
North Borneo,Mantanani,116.348289,6.713443,Police Gate,,116.338554,6.712168,2020/2/15,9,0.4875,0,0.025,0.025,0.0063,0.1875,0.2,0.0688,0,0,1,0,0.25,0,0,0,0.75,0,0,0,22.25,0,0,0,1,0,0,1,0,0,1,0.25,0.5,0,13,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Riza Garden,,116.363533,6.702267,2020/2/15,8,0.0813,0,0,0,0,0.3,0.3563,0.2,0.0375,0.025,0.25,0,0,0,0,0,0,0,0,0,267.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Abalone ,,116.368417,6.720117,2020/2/16,8,0.35,0.0125,0,0.0063,0.025,0.3438,0.175,0.0875,0,0,0.75,0,0.25,0,0,0,5.75,0,0,0,4.75,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Coral Reef,,116.347333,6.706483,2020/2/16,6,0.4375,0,0.0063,0.0063,0,0.1625,0.375,0.0063,0.0063,0,0,0,0,0,0,0,0.25,0,0,0,9.25,0,0,0,0,0,0,1,0,1,1,0,0,8,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Italian Place,,116.320535,6.705134,2020/2/16,8,0.5563,0.0063,0.0188,0.0125,0.0063,0.2125,0.15,0.0375,0,0,3,0,0,0,0,0,1,0,0,0,7.75,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Kolam,,116.35945,6.732167,2020/2/16,6,0.3,0.0313,0,0.1063,0,0.3813,0.1313,0.0438,0.0063,0,0,0,0.25,0,0,0,3.5,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Indian Brothers,,116.340899,6.719849,2020/2/17,6,0.25,0.0125,0.0063,0.05,0.0125,0.375,0.2,0.0938,0,0,0.5,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Linggisan,,116.334733,6.713867,2020/2/17,5.6,0.3875,0.0188,0,0.0188,0.0063,0.5,0.0125,0.05,0,0.0063,1,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Sahara,,116.348417,6.721583,2020/2/17,9,0.5188,0,0.0063,0.0063,0,0.325,0.0625,0.075,0,0.0063,4,0,0,0,0,0,2.75,0,0,0,0.75,0,0,0,0,0,0,0,0,0,2,0,0,4,8,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,South East Point,,116.372156,6.707567,2020/2/17,4,0.1875,0,0,0.0063,0,0.2688,0.5,0.025,0,0.0125,0,0,0.75,0,0,0,0.25,0.25,0,0,67.75,0,0,0,0,0,0,0,0,1,3,0,1.75,6,4,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Stingray Point,,116.329525,6.712734,2020/2/18,9,0.35,0.0438,0,0.0188,0.0063,0.2625,0.0125,0.25,0,0.0563,3,0,1.5,0,0,0,1.5,0,0,0,13.75,0,0,0,0,0,0,0,0,0,2,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Uban-Uban,,116.322367,6.3907,2020/3/7,5,0.3688,0.0125,0,0.2938,0,0.2375,0,0.0875,0,0,1.25,0,0,0,0,0,1.25,0,0,0,0.75,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Poduko,,116.323961,6.372033,2020/3/7,5,0.4438,0.0125,0,0.3188,0,0.1375,0.0063,0.0375,0,0.0438,0.5,0,0,0,0,0,0.5,0.25,0,0,0.75,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Keramat,,116.327283,6.393917,2020/3/7,7,0.3625,0.025,0.0063,0.3938,0.0188,0.0625,0.0063,0.125,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,0.75,0,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Pandan-Pandan,,116.3111,6.354417,2020/3/8,7,0.0625,0.0063,0,0.3375,0,0.1125,0.1625,0.3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Usukan Cove,116.336002,6.371948,Lok Liak,,116.31835,6.368767,2020/3/8,5,0.4438,0.0125,0,0.1563,0.0063,0.3125,0.0125,0.05,0,0.0063,2,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Coral Garden,,100.035817,6.056117,2020/6/3,5.5,0.6375,0,0,0,0,0.1938,0.0188,0.125,0,0.025,4.25,0,52.5,0,0,0,4.75,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Langkawi Coral,,100.043433,6.06585,2020/6/3,3,0.4875,0,0,0,0,0.0188,0.0625,0.3938,0,0.0375,7,0,35,0,0,0,7.25,0,3.75,0,10.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Singapore Bay,,100.0412,6.06065,2020/6/3,4,0.7563,0,0,0,0,0.0563,0.0438,0.1438,0,0,7,0,0,0,0,0,5.75,0,2.25,0,33.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Kaca,,100.0574,6.07315,2020/6/4,4,0.175,0,0,0,0.0063,0.3875,0.1063,0.2438,0,0.0813,5.5,0,45,0,0,0,5.5,0,0.5,0,0.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Lembu,,100.051117,6.07155,2020/6/4,4,0.9688,0,0,0.0063,0,0.025,0,0,0,0,11.5,0.5,12.5,0,0,0,4.25,0,8.25,0,101.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Mari Mari House Reef,,116.321253,6.706602,2020/6/28,4.5,0.0938,0.0063,0,0.0063,0,0.275,0.3063,0.3125,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0,25,0,0,0,0,0,0
North Borneo,Mabul,118.630975,4.246038,Eel Garden,,118.633611,4.231383,2020/6/29,8.5,0.1063,0.0438,0.0188,0,0.0563,0.2563,0.3375,0.1563,0,0.025,8,0,0.25,0,0,0,1,0.25,0,0,73.25,0,0,0,0,0,0,0,0,0,1,0.25,0,0,0,0,0,0,1,0,0
North Borneo,Kapalai,118.684343,4.223291,Lost World,,118.689861,4.201556,2020/6/29,8,0.1938,0.025,0,0.0438,0.1438,0.3125,0.1875,0.0688,0,0.025,8.5,0,1,0,0,0,0.25,0.25,0,1,153,0,0,0,0,0,0,1,0,0,1,0.25,0.25,0,0,0,0,1,0,0,0
North Borneo,Kapalai,118.684343,4.223291,Siu Siu,,118.671889,4.218111,2020/6/29,8,0.2125,0.0375,0,0,0.0813,0.3625,0.1938,0.0688,0.0063,0.0375,11.25,0,0.25,0,0,1,0.25,0.75,0.25,1,71.5,0,0,0,0,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0
North Borneo,Mabul,118.630975,4.246038,Paradise,,118.630494,4.249825,2020/7/1,8,0.2,0.1813,0.0063,0,0.0313,0.2313,0.175,0.1125,0.05,0.0125,8.25,0.25,0,0,0,0,0,0.5,0,0,186.25,0,0,0,0,0,0,1,0,0,1,1,2.75,0,0,0,0,0,0,0,0
North Borneo,Kapalai,118.684343,4.223291,Great Wall,,118.68,4.229445,2020/7/1,8.8,0.0938,0.05,0,0,0.0563,0.1375,0.4125,0.175,0.0125,0.0625,8.25,0,0.25,0,0,0,1,0,0,0,37,0,0,0,0,0,0,0,1,0,1,0.25,0,0,0,0,0,0,2,0,0
North Borneo,Kapalai,118.684343,4.223291,Cleaning Station,,118.688056,4.225278,2020/7/1,8.5,0.075,0,0,0,0.075,0.2438,0.3063,0.1125,0.1313,0.0563,5,0,1.5,0,0,1,0.75,0.25,0.25,1,3.75,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0,0,0,0,0,0,0
Sunda Shelf,Aur/Dayang,104.521129,2.44957,Teluk Meriam,,104.509517,2.441817,2020/7/6,4.1,0.1813,0,0,0.125,0,0.3063,0.15,0.1875,0.0375,0.0125,1.25,0,0,0,0,0,2,0.25,0.75,0,0,0,0,6,0,0,0,1,0,0,0,0.75,0.25,0,0,0,0,0,0,0,0
Sunda Shelf,Pemanggil,104.328638,2.581581,Bumphead Bay,,104.3355,2.584433,2020/7/7,8.8,0.3688,0.0813,0.0063,0.2063,0.0063,0.1875,0.0563,0.075,0.0063,0.0063,3.25,0,0,0,0,0,3.25,0,0.5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Pemanggil,104.328638,2.581581,Lobster Bay,,104.321767,2.570617,2020/7/7,3.8,0.4438,0,0,0.0625,0,0.3563,0.0375,0.0438,0,0.0563,0,0,0,0,0,0,24.75,0.25,1.25,0,0.25,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Pemanggil,104.328638,2.581581,Tridacna Bay,,104.326467,2.5965,2020/7/7,9.5,0.5875,0.1188,0,0.0875,0,0.1563,0.0063,0.0375,0,0.0063,1.75,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
Sunda Shelf,Pemanggil,104.328638,2.581581,Pemanggil Village South,,104.31575,2.57935,2020/7/7,4.4,0.3875,0.0063,0,0.2313,0,0.25,0.0375,0.0313,0.025,0.0313,2.25,0,0,0,0,0,6.5,1,1.25,0,6.5,0,0,10,0,0,0,0,0,0,1,0.25,0.25,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Barracuda Point,,118.629083,4.118833,2020/7/7,5,0.3188,0,0,0.0063,0.0125,0.4188,0.0688,0.175,0,0,6,3,0.5,0,0,2,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
North Borneo,Sipadan,118.62883,4.114523,Coral Garden,,118.628694,4.105694,2020/7/7,5,0.2563,0.0813,0,0.0063,0.0438,0.3625,0.1688,0.075,0,0.0063,0.75,0.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Drop Off,,118.627917,4.118194,2020/7/7,5,0.5563,0,0,0.0125,0.0563,0.25,0.0375,0.0875,0,0,5.25,0.75,0.25,0,0,0,1.25,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sunda Shelf,Aur/Dayang,104.521129,2.44957,Teluk Jawa,,104.504514,2.477513,2020/7/7,7.1,0.5125,0.0063,0.0063,0.1688,0,0.2125,0.075,0.0188,0,0,5.5,0.25,0.75,0,0,0,4,0,0.5,0,0,0,0,6,1,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Turtle Patch,,118.636278,4.1075,2020/7/8,5,0.1125,0.2313,0,0,0.0125,0.275,0.3,0.0438,0,0.025,0.5,0.25,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sunda Shelf,Aur/Dayang,104.521129,2.44957,Atlantis Bay,,104.510553,2.471186,2020/7/8,6.8,0.3,0.0063,0.025,0.3063,0.0063,0.1813,0.1313,0.0375,0.0063,0,3.75,0,0,0,0,0,6,0,2,0,0,0,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Aur/Dayang,104.521129,2.44957,Pulau Lang,,104.4893,2.4599,2020/7/8,8.3,0.4063,0.1375,0.0063,0.175,0.0063,0.1313,0.0688,0.0625,0,0.0063,5.25,0.25,0,0,0,0,5,0,1.75,0,0.25,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Aur/Dayang,104.521129,2.44957,Teluk Batu Kapal,,104.508017,2.4728,2020/7/8,3.7,0.1625,0.0375,0,0.2625,0.0313,0.225,0.175,0.1063,0,0,2.5,0.75,0,0,0,0,6,0,0.5,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Aur/Dayang,104.521129,2.44957,Teluk Teluran,,104.52645,2.460283,2020/7/8,6.6,0.4375,0.0063,0,0.2625,0.0313,0.1688,0.0063,0.0813,0,0.0063,1.75,0.25,0,0,0,0,7.5,0.25,2,0,0,0,0,2,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Mid Reef,,118.635972,4.113528,2020/7/8,5,0.025,0.6,0,0.0063,0,0.15,0.1875,0.0188,0,0.0125,3.5,2.5,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
North Borneo,Sipadan,118.62883,4.114523,South Point,5m,118.635167,4.104306,2020/7/8,5,0.2063,0.0063,0,0,0.0063,0.4688,0.2438,0.0313,0,0.0375,1.5,0.75,0,0,0,0,1,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,South Point,10m,118.635167,4.104306,2020/7/8,10,0.2688,0.0125,0,0.0125,0.0313,0.3375,0.2125,0.1,0,0.025,3.75,2.5,0,0,0,0,0.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sunda Shelf,Tinggi ,104.117237,2.297863,Pulau Nanga,,104.127308,2.271238,2020/7/9,6.2,0.5313,0.0063,0,0.0125,0.0188,0.2,0.0125,0.0688,0.15,0,1,0.5,0.5,0,0,0,0,0,0.25,0,76,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Lobster Lair,,118.625667,4.109278,2020/7/9,5,0.2938,0,0,0.0063,0,0.4875,0.15,0.0375,0,0.025,8,0,0,0,0,1,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
North Borneo,Sipadan,118.62883,4.114523,Staghorn Crest,,118.631585,4.104278,2020/7/9,5,0.1938,0,0,0,0.0063,0.4,0.2875,0.025,0,0.0875,2.25,2.5,0,0,0,2,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
North Borneo,Sipadan,118.62883,4.114523,White Tip,,118.63425,4.118944,2020/7/9,5,0.1063,0.4313,0,0.1063,0,0.0625,0.2688,0,0,0.025,0.25,0.5,0,0,0,2,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Sibu,104.064714,2.219798,Beach 3,,104.09814,2.187793,2020/7/10,4.1,0.75,0.0438,0,0,0.0625,0.0438,0,0.0063,0.0813,0.0125,6.5,0.25,0,0,0,0,0,0,2,0,17.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Sibu,104.064714,2.219798,Buntut Meriam,,104.052167,2.231,2020/7/10,6.5,0.5313,0,0,0.0063,0.05,0.0688,0.0063,0.05,0.2875,0,6,0.25,0.75,0,0,0,0,0,0.75,0,58,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
Sunda Shelf,Sibu,104.064714,2.219798,Sibu Hujung,,104.112015,2.172902,2020/7/10,5.7,0.475,0.0188,0.0063,0,0.05,0.1188,0.0188,0.0125,0.2563,0.0438,13.5,1.75,0.25,0,0,0,0,0,2.25,0,58.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
Sunda Shelf,Sibu,104.064714,2.219798,Sibu Kukus,,104.109225,2.178272,2020/7/10,3.9,0.725,0.0125,0,0,0.0438,0.1125,0,0.0375,0.0313,0.0375,6.5,0.25,0,0,0,0,0,0,1,0,37,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Sibu,104.064714,2.219798,Malang Acha,,104.106817,2.184,2020/7/10,6.7,0.2688,0.1375,0,0,0.1,0.1125,0.0313,0.175,0.1125,0.0625,1.75,0.25,1.75,0,0,0,0,0,0.25,0,36.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Sunda Shelf,Sibu,104.064714,2.219798,The Coconut,,104.053067,2.226117,2020/7/10,2.4,0.5938,0.0063,0,0,0.0188,0.1438,0.0188,0.0813,0.1188,0.0188,4.25,1.5,1.75,0,0,0,0,0,1.25,0,15.75,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Hanging Garden,,118.624917,4.111722,2020/7/10,5,0.6188,0,0.0125,0,0.0313,0.2938,0.0188,0.0125,0,0.0125,2.25,1.25,0,0,0,0,2.5,0,2.75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
North Borneo,Sipadan,118.62883,4.114523,West Ridge North,,118.624778,4.115167,2020/7/10,5,0.4813,0.0063,0,0.0125,0.0125,0.2813,0.1063,0.075,0,0.025,1.75,0,0,0,0,0,1.75,0,2.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Sunda Shelf,Tinggi ,104.117237,2.297863,Pulau Ibol,,104.148917,2.30305,2020/7/11,6,0.375,0.2688,0,0,0.0625,0.2063,0.0063,0.0063,0.0563,0.0188,6,0.75,0,0,0,0,0,0,1.25,0,46.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tinggi ,104.117237,2.297863,Pulau Mentinggi,,104.115667,2.273417,2020/7/11,4.1,0.2188,0,0.0313,0.025,0.075,0.6375,0,0,0,0.0125,5.25,0.75,0.25,0,0,0,1.5,0,1,0,102,0,0,0,0,0,0,1,0,0,1,0.25,0,0,0,0,0,0,0,0,0
Sunda Shelf,Tinggi ,104.117237,2.297863,Pulau Tanjung Gua Subang,,104.125867,2.3132,2020/7/11,4.9,0.4,0.0063,0,0.0688,0.0375,0.175,0,0.0688,0.2375,0.0063,3,1,0.75,0,0,0,0.75,0,1.75,0,1.75,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Kapikan Reef,5m,118.835194,4.628306,2020/7/14,5,0.2125,0.2813,0,0,0,0.175,0.2688,0.0563,0,0.0063,2,0,0,0,0,0,0.25,0,0,0,11.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Kapikan Reef,10m,118.835194,4.628306,2020/7/14,10,0.1938,0.2688,0,0.0063,0,0.1563,0.2,0.175,0,0,0.5,0,0,0,0,0,0.5,0,0,0,24.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Matabuan,5m,118.796639,4.632222,2020/7/14,5,0.3063,0.0438,0.0063,0.0375,0.0063,0.3875,0.1125,0.05,0,0.05,0.75,0.25,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Matabuan,10m,118.796639,4.632222,2020/7/14,10,0.2813,0.0125,0,0.0063,0.0063,0.2625,0.1688,0.2625,0,0,0.75,0,0,0,0,0,2.25,0,0,0,11.75,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,South Rim,5m,118.758306,4.567972,2020/7/15,5,0.2125,0.0313,0,0,0,0.1875,0.3125,0.2563,0,0,0,0,0,0,0,0,1.25,0,0,0,25.5,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,South Rim ,10m,118.758306,4.567972,2020/7/15,10,0.2313,0.05,0,0.0125,0,0.15,0.4813,0.0688,0,0.0063,1.25,0,0,0,0,0,1.75,0,0,0,21.25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Tanjung Kenangan,5m,118.785917,4.58545,2020/7/15,5,0.3125,0.0938,0,0,0.0125,0.2,0.1813,0.2,0,0,0.5,0,0,0,0,0,3.5,0,0,0,3.25,0,0,0,0,0,0,1,0,0,1,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Tanjung Kenangan,10m,118.785917,4.58545,2020/7/15,10,0.2188,0.0688,0,0.025,0.0125,0.2313,0.3188,0.125,0,0,1.25,0,0,0,0,0,2.5,0,0,0,8,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Ribbon Reef,5m,118.768167,4.60225,2020/7/16,5,0.4,0.0125,0,0,0,0.5188,0.0188,0.05,0,0,0.25,0.25,0,0,0,0,5.5,0,0,0,2,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Ribbon Reef,10m,118.768167,4.60225,2020/7/16,10,0.55,0,0.0063,0,0.0063,0.3438,0.0438,0.05,0,0,0.5,0,0,0,0,0,0.75,0,0,0,1.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Sibuan,5m,118.664733,4.652572,2020/7/16,5,0.1125,0,0,0.0063,0,0.1375,0.6313,0.1125,0,0,0,0,0,0,0,0,0.75,0,0,0,44.25,0,0,0,0,0,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Sibuan,10m,118.664733,4.652572,2020/7/16,10,0.1063,0,0,0.0188,0,0.2938,0.4438,0.1375,0,0,4,0,0,0,0,0,0.25,0,0,0,2.25,0,0,0,0,0,0,0,0,0,3,0,0.75,0,0,0,0,0,0,0,0
North Borneo,Pulau Tiga,115.654826,5.724042,Lutjanus ,,115.644806,5.720222,2020/7/21,1,0.4125,0.0125,0.0188,0.0125,0.0563,0.3375,0.0875,0.0125,0.05,0,14.75,0,15.75,0,0,0,0.5,0,0,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
North Borneo,Pulau Tiga,115.654826,5.724042,Larai-larai,,115.634944,5.716944,2020/7/21,7,0.1625,0,0.0063,0.0563,0.0125,0.2313,0.3875,0,0.1313,0.0125,1.75,0.25,6.75,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0,0,0,0,0,0,0,0
