eco_region,island,island_lng,island_lat,site_name,site_type,lng,lat,date,depth,HC,SC,RKC,NIA,SP,RC,RB,SD,SI,OT,BF,SL,SN,BC,HW,BP,PF,ME,GR,BCS,DU,PU,CU,SCU,COT,TR,LO,GC,CDBA,CDD,CDO,TFN,TG,BNP,BNC,BB,WB,SH,TU,SR,Other
North Borneo,Mantanani,116.348289,6.713443,Kolam,,116.35945,6.732167,2021/8/7,6,0.3813,0,0,0.0563,0.0188,0.3688,0.1375,0.0063,0.0188,0.0125,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Linggisan,,116.334733,6.713867,2021/3/23,6,0.4,0.05,0,0.0313,0,0.4438,0.0313,0.0438,0,0,1,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Mari Mari House Reef,,116.321253,6.706602,2021/8/8,5,0.35,0,0,0.0063,0,0.3625,0.2125,0.0688,0,0,3.25,0,0,0,0,0,1,0,0,0,0.75,0,0,0,0,0,0,1,0,0,0,0,0.25,1,25,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Police Gate,,116.338554,6.712168,2021/3/23,9,0.3688,0,0.0125,0.0125,0,0.25,0.2875,0.0625,0,0.0063,1.25,0,0.25,0,0,0,0.75,0,0.25,0,9.25,0,0,0,0,0,0,1,1,0,0,0.5,0,0,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Riza Garden,,116.363533,6.702267,2021/8/7,8,0.1563,0,0,0.0063,0.0313,0.2813,0.425,0.025,0,0.075,1.25,0.25,0,0,0,0,0.5,0,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,4,78,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Sahara,,116.348417,6.721583,2021/8/6,9,0.525,0,0,0.0375,0.0063,0.3375,0.0438,0.05,0,0,2,0.25,0.25,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,South East Point,,116.372156,6.707567,2021/3/23,3,0.1188,0,0,0.0063,0,0.2625,0.4625,0.1188,0.0313,0,0,0,0,0,0,0,0,0,0,0,25.25,0,0,0,0,0,0,0,0,0,1,0.25,2,0,0,0,0,0,0,0,0
North Borneo,Mantanani,116.348289,6.713443,Stingray Point,,116.329525,6.712734,2021/8/8,10,0.4063,0.0688,0,0.0063,0.025,0.3688,0.0375,0.075,0,0.0125,3.5,0.5,4.25,0,0,0,3.33,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0.5,0.5,1,75,0,0,0,0,0,0
North Borneo,Mataking,118.947579,4.580008,Cahaya Way,,118.941733,4.5042,2021/8/28,8,0.1563,0.0375,0.0063,0.0188,0.0188,0.2688,0.3313,0.1625,0,0,8.5,0,1.75,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
North Borneo,Mataking,118.947579,4.580008,Coral Garden ,,118.956917,4.5702,2021/8/29,8.2,0.1875,0.0375,0.0063,0,0.0063,0.2625,0.3438,0.15,0,0.0063,4.5,0,0,0,0,0,1.75,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Mataking,118.947579,4.580008,Mataking House Reef,,118.947107,4.57705,2021/8/29,9.5,0.0125,0,0,0,0.0125,0.15,0.1188,0.6,0.075,0.0313,4.75,0,0,0,0,0,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.75,0,0,0,0,0,0,0,0
North Borneo,Mataking,118.947579,4.580008,Pandanan Bay,,118.913251,4.581783,2021/8/28,7,0.1625,0.0063,0.0125,0,0.0438,0.1688,0.1375,0.4563,0,0.0125,13.75,0,1,0,0,0,5,0,1,2,0.5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Mataking,118.947579,4.580008,Stingray City,,118.927115,4.555986,2021/8/28,7,0.425,0.0188,0.0063,0,0.0313,0.2375,0.1938,0.0813,0,0.0063,5.5,0,0.75,0,0,0,6,0,0,2,7.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
North Borneo,Mataking,118.947579,4.580008,Sweetlips Rock ,,118.9409,4.599332,2021/8/29,8,0.2313,0.0063,0.0125,0,0.0313,0.2625,0.2125,0.2375,0,0.0063,7.75,0,0.25,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0
North Borneo,Mabul,118.630975,4.246038,Eel Garden,,118.633611,4.231383,2021/4/1,9,0.0313,0.0125,0,0.025,0.05,0.3813,0.2688,0.2188,0,0.0125,7.25,0,5,0,1,3,1.75,0.5,0,0,39,0,1,0,0,0,1,0,0,0,0,0.25,0,0,0,0,0,0,2,0,0
North Borneo,Mabul,118.630975,4.246038,Ribbon Valley,,118.639251,4.234103,2021/5/15,5,0.075,0.1313,0,0.0438,0.0125,0.4,0.1813,0.1313,0,0.025,2.75,0.5,0.5,0,0,0,0.25,0.5,0,1,73.5,0,2,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Mabul,118.630975,4.246038,Stingray City,,118.627344,4.237039,2021/4/1,8,0.3313,0.0625,0.0063,0.0563,0.0313,0.2813,0.1125,0.075,0,0.0438,7.75,0,15.25,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,1,0,0
North Borneo,Mabul,118.630975,4.246038,Panglima,,118.625483,4.2487,2021/4/3,8.5,0.2563,0.0188,0.0125,0.025,0.0813,0.3188,0.075,0.1063,0.0375,0.0688,6.25,0,44.5,0,0,0,0,0,0.25,1,23.25,0,0,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0,1,0,0
North Borneo,Mabul,118.630975,4.246038,Paradise,,118.630494,4.249825,2021/4/2,7,0.2,0.1938,0.0063,0.0125,0.0125,0.2563,0.1938,0.0875,0.0188,0.0188,8.5,0,4,0,0,0,0,0.25,0,2,93.75,0,0,0,0,0,0,0,0,0,0,0.75,1.75,0,0,0,0,0,1,0,0
North Borneo,Mabul,118.630975,4.246038,Scuba Junkie House Reef,,118.632078,4.248972,2021/4/2,6,0.3438,0.0125,0,0,0.0188,0.1813,0.075,0.0625,0.2813,0.025,4.25,2.75,0.5,0,0,2,0.75,0,0,0,93.75,0,0,0,0,0,0,0,0,0,0,0.5,0.75,0,1,0,0,0,0,0,0
North Borneo,Kapalai,118.684343,4.223291,Kapalai Rock,,118.67995,4.21025,2021/4/2,9,0.1563,0.0313,0.0125,0.0688,0.0688,0.35,0.2,0.1063,0.0063,0,4.5,0,3.75,0,0,1,0,0,0,0,33.25,0,0,0,0,0,0,1,0,0,0,0.5,0,0,25,0,0,0,1,0,0
North Borneo,Kapalai,118.684343,4.223291,Great Wall ,,118.68,4.229445,2021/4/3,9,0.05,0.0188,0,0.1625,0.0188,0.1188,0.1125,0.15,0.3625,0.0063,2.25,0,2,0,0,0,0,0.25,0.25,1,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0
North Borneo,Kapalai,118.684343,4.223291,Little Okinawa,,118.675556,4.214167,2021/4/2,10,0.1375,0.0188,0,0.1188,0.0625,0.3,0.1875,0.1625,0,0.0125,5.5,0,3.25,0,0,0,0,0.25,0,0,13.75,0,0,0,0,0,0,0,1,1,0,0.25,0.25,0,0,0,0,0,1,0,0
North Borneo,Kapalai,118.684343,4.223291,Cleaning Station,,118.688056,4.225278,2021/4/3,10,0.1438,0.0125,0,0.0375,0.0688,0.2313,0.2625,0.0813,0.1188,0.0438,4.75,0,4.25,0,0,2,0.25,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.25,1,1,75,0,0,0,0,0,0
North Borneo,Kapalai,118.684343,4.223291,Lost World,,118.689861,4.201556,2021/4/2,8.5,0.2063,0.0563,0,0.1438,0.0313,0.3625,0.1188,0.0625,0,0.0188,3.5,0,3,0,0,0,0,0.5,0,1,49.25,0,0,0,0,0,1,1,1,0,0,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Kapalai,118.684343,4.223291,Siu Siu,,118.671889,4.218111,2021/4/3,10,0.1938,0.0688,0,0.075,0.0313,0.3375,0.1438,0.0938,0,0.0563,6.5,0,2.5,0,0,2,0,0,0.25,0,15.75,0,0,0,0,0,0,0,1,1,0,0.25,0,1,30,0,0,0,0,0,0
North Borneo,Pulau Penyu,118.081906,6.163411,Pulau Bakungan 1,5m,118.108972,6.169861,2021/10/27,5,0.425,0.0313,0,0,0.0375,0.3125,0.1375,0.0563,0,0,2,0.25,0,0,0,0,2.75,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Penyu,118.081906,6.163411,Pulau Bakungan 1,10m,118.108972,6.169861,2021/10/27,10,0.2813,0.025,0,0,0.0438,0.275,0.1688,0.2063,0,0,3,0.25,0,0,0,0,2.5,0,1,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Penyu,118.081906,6.163411,Pulau Bakungan 2,5m,118.108056,6.163417,2021/10/27,5,0.4688,0.0063,0,0,0.0375,0.3063,0.1313,0.0438,0,0.0063,3.75,0,0,0,0,0,2.5,0,0,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Penyu,118.081906,6.163411,Pulau Bakungan 2,10m,118.108056,6.163417,2021/10/27,10,0.2813,0.025,0,0,0.0438,0.2688,0.1688,0.2125,0,0,3.75,0.25,0,0,0,0,1.25,0,0.75,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Penyu,118.081906,6.163411,Pulau Gulisan,,118.058528,6.154472,2021/10/26,5,0.5188,0,0,0,0,0.3438,0.1188,0.0125,0,0.0063,1.75,0,0,0,0,0,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Penyu,118.081906,6.163411,Selingan,5m,118.063389,6.180222,2021/10/26,5,0.75,0.0188,0,0,0.0063,0.175,0.0125,0.0188,0,0.0188,0.75,0.75,0,0,0,0,0.75,0.25,1.25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Penyu,118.081906,6.163411,Selingan,10m,118.063389,6.180222,2021/10/26,10,0.35,0.0875,0,0,0.0125,0.2188,0.0625,0.2313,0.025,0.0125,0,0,0,0,0,0,0,0,0.25,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Tiga,115.654826,5.724042,Lutjanus ,,115.644806,5.720222,2021/11/2,4,0.4688,0.075,0,0.05,0.0125,0.1875,0.1,0.1063,0,0,7,1.75,4.5,0,0,0,20.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Tiga,115.654826,5.724042,Larai-larai,,115.634944,5.716944,2021/11/2,7,0.325,0.0063,0,0.0063,0.0063,0.1125,0.5188,0.025,0,0,6,0,19,0,0,0,2.5,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Tiga,115.654826,5.724042,Tanjung Putri,,115.65325,5.708611,2021/11/3,4,0.4,0.0063,0,0.0125,0.0313,0.15,0.325,0.075,0,0,3,0,3,0,0,0,3.25,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Tiga,115.654826,5.724042,Tagi Beach,,115.672444,5.712806,2021/11/3,4,0.2813,0.0063,0.0125,0,0.0063,0.2,0.45,0.0313,0.0125,0,1.5,0,1.25,0,0,0,1.25,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Tiga,115.654826,5.724042,Senanggol,,115.699306,5.874694,2021/11/4,5,0.2063,0.0438,0,0,0,0.1438,0.6,0.0063,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Tiga,115.654826,5.724042,Mid Reef,,115.628417,5.705028,2021/11/3,8,0.6563,0.0313,0,0,0.0313,0.225,0.0438,0.0125,0,0,3.5,0,19,0,0,0,2,0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Pulau Tiga,115.654826,5.724042,Larai-Larai Midreef,,115.60795,5.72965,2021/11/2,8,0.5438,0,0,0.0063,0.0063,0.2375,0.1438,0.0625,0,0,1,0,0.75,0,0,0,6,0,0.5,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Barracuda Point,,118.629083,4.118833,2021/9/15,5,0.4188,0.0125,0,0,0.0125,0.275,0.1188,0.1625,0,0,14.75,2.5,8.5,0,0,0,4.25,0,2.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Coral Garden,,118.628694,4.105694,2021/9/15,5,0.3875,0.2438,0,0,0.1,0.0688,0.175,0.0063,0,0.0188,6.75,1,3,0,0,0,8,0,3.5,0,0.25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
North Borneo,Sipadan,118.62883,4.114523,Drop Off,,118.627917,4.118194,2021/9/15,5,0.775,0,0,0,0.025,0.1563,0.025,0.0188,0,0,16.75,0.75,3.5,0,1,0,6,0,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Hanging Garden,,118.624917,4.111722,2021/9/17,5,0.7563,0,0,0,0,0.0625,0.175,0,0,0.0063,6,0,7.25,0,1,0,4.25,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,2,0,0
North Borneo,Sipadan,118.62883,4.114523,Lobster Lair,,118.625667,4.109278,2021/9/16,5,0.4,0,0,0,0,0.1438,0.4563,0,0,0,7.5,0,2.75,0,0,0,5.5,0,0.75,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Mid Reef,,118.635972,4.113528,2021/9/16,5,0.0688,0.4875,0,0,0,0.1125,0.3313,0,0,0,1.75,1.25,3,0,0,0,5.75,0,1.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,South Point,5m,118.635167,4.104306,2021/9/17,5,0.2875,0.0063,0,0,0,0.1313,0.5438,0.0313,0,0,6.75,2,1.25,0,0,0,11.75,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,0,0
North Borneo,Sipadan,118.62883,4.114523,South Point,10m,118.635167,4.104306,2021/9/17,10,0.4188,0,0,0,0,0.0625,0.4625,0.0375,0,0.0188,3.75,0,2.5,0,0,0,6.75,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Staghorn Crest,,118.631585,4.104278,2021/9/16,5,0.6,0,0,0,0,0.15,0.2375,0.0125,0,0,7.5,0,2.75,0,0,0,5.5,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,Turtle Patch,,118.636278,4.1075,2021/9/16,5,0.5125,0.0125,0,0,0,0.05,0.425,0,0,0,8,1.75,3,0,0,0,6.75,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,West Ridge North,,118.624778,4.115167,2021/9/17,5,0.5938,0.0063,0,0,0,0.3438,0.0563,0,0,0,9.5,1.5,1.25,0,0,0,7.25,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Sipadan,118.62883,4.114523,White Tip,,118.63425,4.118944,2021/9/15,5,0.2063,0.3438,0,0,0.0125,0.175,0.2313,0.0313,0,0,11,3.25,4,0,0,0,2.25,0,1.5,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Base Camp,,116.022033,6.008183,2021/12/15,7,0.5125,0.025,0,0,0,0.2063,0.0438,0.2125,0,0,7.75,0,6.5,0,0,0,7,0,0.5,0,6.75,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Mamutik,,116.012606,5.967789,2021/9/7,7,0.3938,0,0,0,0.0063,0.075,0.4313,0.0938,0,0,2.25,0.25,12.25,0,0,0,4.25,0,0.75,0,36.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Mid Reef,,116.0125,5.973889,2021/9/29,6,0.5875,0.0875,0,0,0.0063,0.0625,0.2563,0,0,0,3.75,0,36.25,0,0,0,6,0,0,0,4.5,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Police Beach,,116.019722,6.041389,2021/9/29,7,0.4188,0.0063,0,0.075,0.0063,0.3125,0.15,0.0313,0,0,8,0,0.5,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Sapi Reef,,116.003167,6.007983,2021/9/24,5,0.7063,0,0,0,0,0.0938,0.2,0,0,0,1.5,0,1.25,0,0,0,4,0,0.25,0,1,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Tunku Abdul Rahman Park,116.010782,6.014158,Tanjung Wokong,,116.040278,5.990556,2021/9/29,7,0.1438,0.0063,0,0.0313,0,0.3625,0.2938,0.1625,0,0,2.5,0.25,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Kapikan Reef,5m,118.835194,4.628306,2021/9/7,5,0.2375,0.4313,0,0.025,0,0.2313,0.075,0,0,0,2,0,2.5,0,0,0,2,0.25,0,0,2.75,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Kapikan Reef,10m,118.835194,4.628306,2021/9/7,10,0.3563,0.2875,0,0.0063,0.0063,0.175,0.1438,0.025,0,0,4.25,0,4,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Matabuan,5m,118.796639,4.632222,2021/9/7,5,0.2375,0.0375,0,0,0.0063,0.4688,0.2313,0.0188,0,0,4,0.25,0.75,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Matabuan,10m,118.796639,4.632222,2021/9/7,10,0.4375,0.0125,0,0,0.025,0.1625,0.1313,0.2313,0,0,6.5,1.5,2.5,0,0,0,3.25,0,0.75,0,0.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Ribbon Reef,5m,118.768167,4.60225,2021/9/8,5,0.4063,0.0313,0,0,0.0438,0.475,0.0313,0.0125,0,0,3.75,0,1,0,0,1,6.25,0,0.5,0,3,0,0,0,1,0,0,1,0,0,2,0.5,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Ribbon Reef,10m,118.768167,4.60225,2021/9/8,10,0.5,0,0,0,0.0125,0.375,0.0688,0.0313,0,0.0125,6.25,0,3.25,0,0,1,5.75,0,0.25,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Sibuan,5m,118.664733,4.652572,2021/9/8,5,0.15,0,0,0.0063,0.0063,0.2375,0.55,0.05,0,0,4.25,0,0.5,0,0,0,3.75,0,3,0,12.75,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Sibuan,10m,118.664733,4.652572,2021/9/8,10,0.1625,0.0125,0,0.0188,0.0063,0.3813,0.3938,0.025,0,0,5,0,1.25,0,0,0,7.5,0,2.5,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,South Rim,5m,118.758306,4.567972,2021/9/8,5,0.025,0.0188,0,0,0,0.0313,0.5688,0.3563,0,0,1.5,0,0.5,0,0,0,4.5,0,0,0,4.75,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,South Rim ,10m,118.758306,4.567972,2021/9/8,10,0.2188,0.0188,0,0.0375,0,0.125,0.4688,0.1313,0,0,2.5,0,0.5,0,0,0,6.25,0,1,0,9.25,0,0,0,1,0,0,0,0,0,3,0,0.25,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Tanjung Kenangan,5m,118.785917,4.58545,2021/9/7,5,0.2313,0.1688,0,0,0,0.1875,0.15,0.2625,0,0,6,0,0.5,0,0,0,4,0,0.75,0,1.25,0,0,0,0,0,0,0,0,0,2,0.25,0.5,0,0,0,0,0,0,0,0
North Borneo,Tun Sakaran Marine Park,118.763457,4.621813,Tanjung Kenangan,10m,118.785917,4.58545,2021/9/7,10,0.1938,0.15,0,0,0.0125,0.2438,0.2563,0.1438,0,0,4.5,0,3,0,0,0,5.75,0,1.25,0,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
North Borneo,Larapan,118.605326,4.558939,Kampung Point,,118.589939,4.555311,2021/10/9,8,0.6938,0.0188,0,0,0.0063,0.0688,0.1313,0.075,0,0.0063,5,0,2.5,0,0,0,1.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.75,1,0,25,0,0,0,0,0,0
North Borneo,Larapan,118.605326,4.558939,Point 1,,118.615167,4.560242,2021/10/8,9.2,0.65,0.075,0,0.0125,0.0125,0.1813,0.0063,0.0188,0,0.0438,3.75,0,1.25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,0.25,0,0,0,0,0,0,0,0
North Borneo,Larapan,118.605326,4.558939,Point 2,,118.615172,4.559771,2021/10/8,7.6,0.5813,0.0688,0.0313,0.025,0,0.1375,0.125,0.0063,0.0188,0.0063,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,68,0,0,0,0,0,0
North Borneo,Larapan,118.605326,4.558939,Point 3,,118.593197,4.564641,2021/10/9,6,0.6688,0,0.0063,0,0,0.0875,0.125,0.0938,0.0063,0.0125,2,0,5,0,0,0,0.5,0,0.25,0,0.25,0,0,0,0,0,0,0,1,0,0,0,1.25,1,33,0,0,0,0,0,0
North Borneo,Larapan,118.605326,4.558939,SMEE 1,,118.604228,4.574211,2021/10/8,8,0.5563,0.0063,0.0063,0.0625,0,0.1188,0.2438,0,0,0.0063,1,0,4.75,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5,0,25,0,0,0,0,0,0
North Borneo,Larapan,118.605326,4.558939,SMEE 2,,118.599142,4.549111,2021/10/9,10,0.7,0.0063,0,0.0188,0.0063,0.0875,0.1375,0.0313,0.0063,0.0063,0.5,0.25,4,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.25,1,1,25,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Coral Garden,,100.035817,6.056117,2022/2/12,7.9,0.3813,0.0063,0,0,0,0.2125,0.125,0.0813,0,0.1938,6.75,0,100,0,0,0,6.25,0,0.75,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Kaca,,100.0574,6.07315,2022/2/12,8.6,0.4313,0,0,0.025,0.0125,0.2313,0.0875,0.1063,0,0.1063,11,1.75,62.5,0,0,0,8.5,0,1,0,0.5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Langkawi Coral,,100.043433,6.06585,2022/2/11,5.7,0.4875,0,0,0.0125,0,0.0313,0.0188,0.4063,0,0.0438,8.75,0,182.5,0,0,0,6,0,0.25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Lembu,,100.051117,6.07155,2022/2/11,4.9,0.875,0,0,0.0063,0,0.0813,0.0188,0,0,0.0188,15.5,3.75,156.75,0,0,0,12,0,0.25,0,55.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Payar,100.042425,6.066444,Singapore Bay,,100.0412,6.06065,2022/2/10,5.7,0.675,0,0,0.0188,0,0.05,0.0938,0.1563,0,0.0063,8.75,0.5,75,0,0,0,9.25,0,0,0,35.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Straits of Malacca,Pangkor,100.5483,4.1899,Pangkor Laut,,100.5483,4.1899,2022/3/9,3,0.6125,0,0,0,0.0125,0.0813,0.2938,0,0,0,4.75,0,0.5,0,0,0,0,0,0.25,0,35.75,0,0,0,0,0,0,0,0,0,1,1.25,1,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Anemone Garden, P. Saji",,100.5348,4.006497,2022/3/10,5,0.0688,0,0,0,0.0563,0.225,0.2,0.0875,0,0.3625,3,0,0.25,0,0,0,0,0,0.75,0,188.5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Frogfish, P. Nipis",,100.5397,4.057497,2022/3/11,5,0.4375,0.0125,0,0,0.0688,0.3813,0.075,0.0125,0,0.0125,9,0,0,0,0,0,9,0,0.25,0,284.5,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,"Pasir Tengkorak, P. Lalang",,100.5467,4.0027,2022/3/9,5.5,0.1438,0.0063,0,0.0125,0.0625,0.2625,0.3813,0.1313,0,0,1.5,0,2.5,0,0,0,0.75,0,1.5,0,51.75,0,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0
Straits of Malacca,Sembilan,100.543264,4.015531,P. Buluh,,100.5357,3.9945,2022/3/9,5.5,0.3625,0,0,0.025,0.0813,0.2438,0.2188,0.0563,0,0.0125,1.5,0,0,0,0,0,1,0,1,0,112.75,0,0,0,0,0,0,0,1,0,0,0.5,0.5,0,0,0,0,0,0,0,0
